GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N,HumanEnsembl,MouseEnsembl,Mouse_OrthoType,Mouse_PercId,MacaqueEnsembl,Macaque_OrthoType,Macaque_PercId,Human_Biotype,Mouse_Biotype,Macaque_Biotype,Human_NonCoding,Mouse_NonCoding,Macaque_NonCoding,Any_NonCoding
Tiprl,TIPRL,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000143155,ENSMUSG00000040843,ortholog_one2one,96.6912,ENSMMUG00000051857,ortholog_one2many,52.9412,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tkt,TKT,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000163931,ENSMUSG00000021957,ortholog_one2one,94.703,ENSMMUG00000014433,ortholog_one2one,99.1974,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tm4sf1,TM4SF1,Daneman,liver_only,TRUE,TRUE,TRUE,3,ENSG00000169908,ENSMUSG00000027800,ortholog_one2one,77.2277,ENSMMUG00000052736,ortholog_one2one,98.0198,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tm7sf3,TM7SF3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000064115,ENSMUSG00000040234,ortholog_one2one,77.5439,ENSMMUG00000003217,ortholog_one2one,97.193,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmc7,TMC7,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000170537,ENSMUSG00000042246,ortholog_one2one,91.0097,ENSMMUG00000006911,ortholog_one2one,97.787,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmcc2,TMCC2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000133069,ENSMUSG00000042066,ortholog_one2one,94.2172,ENSMMUG00000010480,ortholog_one2one,99.1537,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmcc3,TMCC3,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000057704,ENSMUSG00000020023,ortholog_one2one,93.9203,ENSMMUG00000018242,ortholog_one2one,94.7589,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmeff1,TMEFF1,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000241697,ENSMUSG00000028347,ortholog_one2one,92.8947,ENSMMUG00000009775,ortholog_one2one,85.2632,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmem123,TMEM123,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000152558,ENSMUSG00000050912,ortholog_one2one,50,ENSMMUG00000003403,ortholog_one2one,93.2692,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmem14c,TMEM14C,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000284936,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Tmem184a,TMEM184A,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000164855,ENSMUSG00000036687,ortholog_one2one,83.293,ENSMMUG00000013080,ortholog_one2one,96.368,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmem2,TMEM2,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Tmem30a,TMEM30A,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000112697,ENSMUSG00000032328,ortholog_one2one,88.9197,ENSMMUG00000019273,ortholog_one2one,98.892,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmem37,TMEM37,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000171227,ENSMUSG00000050777,ortholog_one2one,74.7368,ENSMMUG00000060725,ortholog_one2one,92.6316,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmem44,TMEM44,Daneman,lung_only,TRUE,FALSE,TRUE,2,ENSG00000145014,ENSMUSG00000022537,ortholog_one2one,78.271,ENSMMUG00000010706,ortholog_one2one,95.7944,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tmem8,TMEM8A,Munji,NA,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Tmub1,TMUB1,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000164897,ENSMUSG00000028958,ortholog_one2one,56.9106,ENSMMUG00000020466,ortholog_one2one,98.374,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tnf,TNF,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000228978,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Tnfaip1,TNFAIP1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000109079,ENSMUSG00000017615,ortholog_one2one,97.1519,ENSMMUG00000019145,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tnfaip2,TNFAIP2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000185215,ENSMUSG00000021281,ortholog_one2one,72.3242,ENSMMUG00000021634,ortholog_one2one,83.6391,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tnfaip8l1,TNFAIP8L1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000185361,ENSMUSG00000044469,ortholog_one2one,81.7204,ENSMMUG00000010998,ortholog_one2one,98.9247,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tnfrsf19,TNFRSF19,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000127863,ENSMUSG00000060548,ortholog_one2one,70.7434,ENSMMUG00000004237,ortholog_one2one,92.3261,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tnfrsf21,TNFRSF21,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000146072,ENSMUSG00000023915,ortholog_one2one,89.0076,ENSMMUG00000011905,ortholog_one2one,98.7786,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tnfsf10,TNFSF10,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000121858,ENSMUSG00000039304,ortholog_one2one,64.4128,ENSMMUG00000019302,ortholog_one2one,96.0854,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tnrc6c,TNRC6C,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000078687,ENSMUSG00000025571,ortholog_one2one,88.9463,ENSMMUG00000011924,ortholog_one2one,97.5723,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tns1,TNS1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000079308,ENSMUSG00000055322,ortholog_one2one,88.2001,ENSMMUG00000013785,ortholog_one2one,97.553,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tns3,TNS3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000136205,ENSMUSG00000020422,ortholog_one2one,83.1834,ENSMMUG00000019393,ortholog_one2one,97.2318,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tob1,TOB1,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000141232,ENSMUSG00000037573,ortholog_one2one,96.8116,ENSMMUG00000022740,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tomm20,TOMM20,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000173726,ENSMUSG00000093904,ortholog_one2one,99.3103,ENSMMUG00000058824,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Top1mt,TOP1MT,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000184428,ENSMUSG00000000934,ortholog_one2one,72.8785,ENSMMUG00000022933,ortholog_one2one,88.02,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Top2a,TOP2A,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000131747,ENSMUSG00000020914,ortholog_one2one,89.5493,ENSMMUG00000008941,ortholog_one2one,98.3018,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tor3a,TOR3A,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000186283,ENSMUSG00000060519,ortholog_one2one,67.5063,ENSMMUG00000006261,ortholog_one2one,94.9622,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trp53i11,TP53I11,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000175274,ENSMUSG00000068735,ortholog_one2one,90.4762,ENSMMUG00000059728,ortholog_one2one,62.4339,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trp53inp1,TP53INP1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000164938,ENSMUSG00000028211,ortholog_one2one,87.0833,ENSMMUG00000057219,ortholog_one2one,97.9167,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tpcn1,TPCN1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000186815,ENSMUSG00000032741,ortholog_one2one,90.9314,ENSMMUG00000004435,ortholog_one2one,98.8971,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tpd52,TPD52,Both,liver_only,TRUE,FALSE,FALSE,1,ENSG00000076554,ENSMUSG00000027506,ortholog_one2one,85.0242,ENSMMUG00000022369,ortholog_one2one,98.5507,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tprn,TPRN,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000176058,ENSMUSG00000048707,ortholog_one2one,70.8861,ENSMMUG00000001677,ortholog_one2one,92.827,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trappc1,TRAPPC1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000170043,ENSMUSG00000049299,ortholog_one2one,98.6207,ENSMMUG00000055778,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trim47,TRIM47,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000132481,ENSMUSG00000020773,ortholog_one2one,89.0282,ENSMMUG00000009377,ortholog_one2one,97.0219,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trim6,TRIM6,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000121236,ENSMUSG00000072244,ortholog_one2one,75.7752,ENSMMUG00000013490,ortholog_one2one,95.7364,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trip6,TRIP6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000087077,ENSMUSG00000023348,ortholog_one2one,87.1849,ENSMMUG00000021252,ortholog_one2one,98.3193,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trpc1,TRPC1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000144935,ENSMUSG00000032839,ortholog_one2one,99.7478,ENSMMUG00000012405,ortholog_one2one,99.8739,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trpm6,TRPM6,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000119121,ENSMUSG00000024727,ortholog_one2one,78.2394,ENSMMUG00000013102,ortholog_one2one,96.1919,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Trrap,TRRAP,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000196367,ENSMUSG00000045482,ortholog_one2one,98.2701,ENSMMUG00000023318,ortholog_one2one,99.8967,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tsc22d1,TSC22D1,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000102804,ENSMUSG00000022010,ortholog_one2one,86.0205,ENSMMUG00000003753,ortholog_one2one,97.2041,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tsc22d3,TSC22D3,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000157514,ENSMUSG00000031431,ortholog_one2one,88.5,ENSMMUG00000057348,ortholog_one2one,99.5,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tsc22d4,TSC22D4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000166925,ENSMUSG00000144223,ortholog_one2many,84.3038,ENSMMUG00000041566,ortholog_one2one,82.5316,protein_coding,NA,protein_coding,FALSE,FALSE,FALSE,FALSE
Tsc22d4,TSC22D4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000166925,ENSMUSG00000144222,ortholog_one2many,70.1266,ENSMMUG00000041566,ortholog_one2one,82.5316,protein_coding,NA,protein_coding,FALSE,FALSE,FALSE,FALSE
Tspan18,TSPAN18,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000157570,ENSMUSG00000027217,ortholog_one2one,90.7258,ENSMMUG00000000368,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tspan2,TSPAN2,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000134198,ENSMUSG00000027858,ortholog_one2one,93.6652,ENSMMUG00000017421,ortholog_one2one,68.3258,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tspan4,TSPAN4,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000214063,ENSMUSG00000025511,ortholog_one2one,93.6975,ENSMMUG00000031282,ortholog_one2one,90.7563,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tspan5,TSPAN5,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000168785,ENSMUSG00000028152,ortholog_one2one,100,ENSMMUG00000011702,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tspan6,TSPAN6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000000003,ENSMUSG00000067377,ortholog_one2one,93.0612,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Tspan7,TSPAN7,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000156298,ENSMUSG00000058254,ortholog_one2one,98.3936,ENSMMUG00000006876,ortholog_one2one,99.1968,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tspyl1,TSPYL1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000189241,ENSMUSG00000047514,ortholog_one2one,59.9542,ENSMMUG00000061148,ortholog_one2one,94.508,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tspyl4,TSPYL4,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000187189,ENSMUSG00000039485,ortholog_one2one,76.8116,ENSMMUG00000014643,ortholog_one2one,96.1353,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tsta3,TSTA3,Daneman,lung_only,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Ttll7,TTLL7,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000137941,ENSMUSG00000036745,ortholog_one2one,88.3878,ENSMMUG00000016591,ortholog_one2one,99.0981,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ttyh2,TTYH2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000141540,ENSMUSG00000034714,ortholog_one2one,82.5843,ENSMMUG00000003981,ortholog_one2one,92.8839,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ttyh3,TTYH3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000136295,ENSMUSG00000036565,ortholog_one2one,94.8375,ENSMMUG00000019005,ortholog_one2one,76.8642,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tubb5,TUBB,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000224156,NA,NA,NA,NA,NA,NA,protein_coding,NA,NA,FALSE,FALSE,FALSE,FALSE
Tubb6,TUBB6,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000176014,ENSMUSG00000001473,ortholog_one2one,97.3094,ENSMMUG00000007588,ortholog_one2one,99.7758,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Txnip,TXNIP,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000265972,ENSMUSG00000038393,ortholog_one2one,96.4194,ENSMMUG00000007338,ortholog_one2one,99.2327,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Txnl1,TXNL1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000091164,ENSMUSG00000024583,ortholog_one2one,98.6159,ENSMMUG00000012915,ortholog_one2one,96.5398,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Tymp,TYMP,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000025708,ENSMUSG00000022615,ortholog_one2one,79.4606,ENSMMUG00000001764,ortholog_one2one,83.8174,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Uap1,UAP1,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000117143,ENSMUSG00000026670,ortholog_one2one,93.4866,ENSMMUG00000019514,ortholog_one2one,98.8506,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube2a,UBE2A,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000077721,ENSMUSG00000016308,ortholog_one2one,100,ENSMMUG00000022667,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube2b,UBE2B,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000119048,ENSMUSG00000020390,ortholog_one2one,100,ENSMMUG00000016641,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube2d3,UBE2D3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000109332,ENSMUSG00000078578,ortholog_one2one,97.9592,ENSMMUG00000011201,ortholog_one2one,95.9184,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube2e2,UBE2E2,Daneman,lung_only,TRUE,TRUE,TRUE,3,ENSG00000182247,ENSMUSG00000058317,ortholog_one2one,99.5025,ENSMMUG00000013069,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube2i,UBE2I,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000103275,ENSMUSG00000015120,ortholog_one2one,100,ENSMMUG00000044277,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube2l3,UBE2L3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000185651,ENSMUSG00000038965,ortholog_one2many,100,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Ube2m,UBE2M,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000130725,ENSMUSG00000005575,ortholog_one2one,100,ENSMMUG00000060050,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube2n,UBE2N,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000177889,ENSMUSG00000074781,ortholog_one2one,100,ENSMMUG00000020634,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube3b,UBE3B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000151148,ENSMUSG00000029577,ortholog_one2one,92.3221,ENSMMUG00000019650,ortholog_one2one,98.5955,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ube4b,UBE4B,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000130939,ENSMUSG00000028960,ortholog_one2one,87.7112,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Ubl3,UBL3,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000122042,ENSMUSG00000001687,ortholog_one2one,99.1453,ENSMMUG00000003771,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ubl4,UBL4A,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000102178,ENSMUSG00000015290,ortholog_one2one,89.8089,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Ubtd1,UBTD1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000165886,ENSMUSG00000025171,ortholog_one2one,98.6784,ENSMMUG00000063092,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Uchl1,UCHL1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1,ENSG00000154277,ENSMUSG00000029223,ortholog_one2one,95.5157,ENSMMUG00000013071,ortholog_one2one,99.1031,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ucp2,UCP2,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000175567,ENSMUSG00000033685,ortholog_one2one,96.1165,ENSMMUG00000002605,ortholog_one2one,97.7346,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Ufc1,UFC1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000143222,ENSMUSG00000062963,ortholog_one2one,97.006,ENSMMUG00000022632,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Uhrf1bp1,UHRF1BP1,Munji,NA,TRUE,FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
Unc13b,UNC13B,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000198722,ENSMUSG00000028456,ortholog_one2one,73.1567,ENSMMUG00000016308,ortholog_one2one,29.7465,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Unc13c,UNC13C,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000137766,ENSMUSG00000062151,ortholog_one2one,91.0117,ENSMMUG00000015038,ortholog_one2one,98.2385,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Uqcrc1,UQCRC1,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000010256,ENSMUSG00000025651,ortholog_one2one,88.75,ENSMMUG00000014705,ortholog_one2one,94.1667,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Uqcrh,UQCRHL,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000233954,ENSMUSG00000063882,ortholog_one2many,86.8132,NA,NA,NA,protein_coding,protein_coding,NA,FALSE,FALSE,FALSE,FALSE
Urod,UROD,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000126088,ENSMUSG00000028684,ortholog_one2one,92.9155,ENSMMUG00000016623,ortholog_one2one,98.6376,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Usp18,USP18,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000184979,ENSMUSG00000030107,ortholog_one2one,70.1613,ENSMMUG00000003272,ortholog_one2one,93.2796,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Usp3,USP3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000140455,ENSMUSG00000032376,ortholog_one2one,96.5385,ENSMMUG00000012114,ortholog_one2one,93.8462,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Usp33,USP33,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000077254,ENSMUSG00000025437,ortholog_one2one,92.4259,ENSMMUG00000018326,ortholog_one2one,97.9144,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Usp42,USP42,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000106346,ENSMUSG00000051306,ortholog_one2one,69.3769,ENSMMUG00000020321,ortholog_one2one,96.3526,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Usp53,USP53,Munji,NA,TRUE,FALSE,TRUE,2,ENSG00000145390,ENSMUSG00000039701,ortholog_one2one,74.8369,ENSMMUG00000008705,ortholog_one2one,96.2721,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Usp54,USP54,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000166348,ENSMUSG00000034235,ortholog_one2one,75.6532,ENSMMUG00000001821,ortholog_one2one,96.8527,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Utp14b,UTP14C,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000253797,ENSMUSG00000079470,ortholog_many2many,65.6658,ENSMMUG00000016517,ortholog_one2one,92.8198,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Utp14b,UTP14C,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000253797,ENSMUSG00000063785,ortholog_many2many,75.3264,ENSMMUG00000016517,ortholog_one2one,92.8198,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Utrn,UTRN,Both,liver_only,TRUE,FALSE,TRUE,2,ENSG00000152818,ENSMUSG00000019820,ortholog_one2one,87.5036,ENSMMUG00000019438,ortholog_one2one,97.1454,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Vamp4,VAMP4,Daneman,liver_only,TRUE,FALSE,FALSE,1,ENSG00000117533,ENSMUSG00000026696,ortholog_one2one,97.1631,ENSMMUG00000023203,ortholog_one2one,100,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Vangl2,VANGL2,Munji,NA,TRUE,FALSE,FALSE,1,ENSG00000162738,ENSMUSG00000026556,ortholog_one2one,99.4242,ENSMMUG00000020295,ortholog_one2one,99.8081,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Vasp,VASP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000125753,ENSMUSG00000030403,ortholog_one2one,87.6316,ENSMMUG00000022938,ortholog_one2one,80,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Vav3,VAV3,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000134215,ENSMUSG00000033721,ortholog_one2one,95.3955,ENSMMUG00000019714,ortholog_one2one,92.68,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Vcam1,VCAM1,Daneman,liver_only,TRUE,FALSE,TRUE,2,ENSG00000162692,ENSMUSG00000027962,ortholog_one2one,75.7781,ENSMMUG00000022906,ortholog_one2one,94.452,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
Vcp,VCP,Daneman,lung_only,TRUE,FALSE,FALSE,1,ENSG00000165280,ENSMUSG00000028452,ortholog_one2one,100,ENSMMUG00000020190,ortholog_one2one,99.6278,protein_coding,protein_coding,protein_coding,FALSE,FALSE,FALSE,FALSE
